value,ones,date
45.55000000000003,1.0,1972-01-23
46.03000000000003,1.0,1972-01-24
46.27000000000003,1.0,1972-01-25
45.37000000000003,1.0,1972-01-26
45.94000000000003,1.0,1972-01-27
46.01000000000003,1.0,1972-01-28
46.110000000000035,1.0,1972-01-29
47.10000000000004,1.0,1972-01-30
46.580000000000034,1.0,1972-01-31
46.60000000000004,1.0,1972-02-01
46.290000000000035,1.0,1972-02-02
45.35000000000004,1.0,1972-02-03
45.220000000000034,1.0,1972-02-04
45.640000000000036,1.0,1972-02-05
45.830000000000034,1.0,1972-02-06
44.92000000000004,1.0,1972-02-07
44.720000000000034,1.0,1972-02-08
45.03000000000004,1.0,1972-02-09
45.890000000000036,1.0,1972-02-10
46.13000000000004,1.0,1972-02-11
46.88000000000004,1.0,1972-02-12
46.35000000000004,1.0,1972-02-13
46.99000000000004,1.0,1972-02-14
47.67000000000004,1.0,1972-02-15
46.98000000000004,1.0,1972-02-16
46.890000000000036,1.0,1972-02-17
47.140000000000036,1.0,1972-02-18
46.94000000000003,1.0,1972-02-19
46.650000000000034,1.0,1972-02-20
47.150000000000034,1.0,1972-02-21
47.38000000000003,1.0,1972-02-22
47.38000000000003,1.0,1972-02-23
47.70000000000003,1.0,1972-02-24
48.05000000000003,1.0,1972-02-25
48.580000000000034,1.0,1972-02-26
47.860000000000035,1.0,1972-02-27
48.85000000000004,1.0,1972-02-28
49.30000000000004,1.0,1972-02-29
49.93000000000004,1.0,1972-03-01
50.020000000000046,1.0,1972-03-02
49.57000000000004,1.0,1972-03-03
48.98000000000004,1.0,1972-03-04
49.23000000000004,1.0,1972-03-05
48.34000000000004,1.0,1972-03-06
48.59000000000004,1.0,1972-03-07
48.86000000000004,1.0,1972-03-08
49.39000000000004,1.0,1972-03-09
49.57000000000004,1.0,1972-03-10
49.89000000000004,1.0,1972-03-11
49.29000000000004,1.0,1972-03-12
48.96000000000004,1.0,1972-03-13
48.19000000000004,1.0,1972-03-14
47.96000000000004,1.0,1972-03-15
48.19000000000004,1.0,1972-03-16
48.76000000000004,1.0,1972-03-17
49.12000000000004,1.0,1972-03-18
50.12000000000004,1.0,1972-03-19
49.57000000000004,1.0,1972-03-20
50.18000000000004,1.0,1972-03-21
49.90000000000004,1.0,1972-03-22
49.20000000000004,1.0,1972-03-23
49.110000000000035,1.0,1972-03-24
49.09000000000003,1.0,1972-03-25
49.34000000000003,1.0,1972-03-26
49.91000000000003,1.0,1972-03-27
49.39000000000003,1.0,1972-03-28
48.550000000000026,1.0,1972-03-29
47.71000000000002,1.0,1972-03-30
47.18000000000002,1.0,1972-03-31
47.05000000000002,1.0,1972-04-01
47.06000000000002,1.0,1972-04-02
46.65000000000002,1.0,1972-04-03
46.49000000000002,1.0,1972-04-04
47.03000000000002,1.0,1972-04-05
47.64000000000002,1.0,1972-04-06
47.200000000000024,1.0,1972-04-07
47.14000000000002,1.0,1972-04-08
46.64000000000002,1.0,1972-04-09
45.99000000000002,1.0,1972-04-10
45.550000000000026,1.0,1972-04-11
45.65000000000003,1.0,1972-04-12
46.410000000000025,1.0,1972-04-13
45.78000000000002,1.0,1972-04-14
46.68000000000002,1.0,1972-04-15
46.23000000000002,1.0,1972-04-16
45.84000000000002,1.0,1972-04-17
45.40000000000002,1.0,1972-04-18
45.87000000000002,1.0,1972-04-19
46.13000000000002,1.0,1972-04-20
46.280000000000015,1.0,1972-04-21
46.51000000000001,1.0,1972-04-22
47.27000000000001,1.0,1972-04-23
47.37000000000001,1.0,1972-04-24
47.19000000000001,1.0,1972-04-25
47.30000000000001,1.0,1972-04-26
46.33000000000001,1.0,1972-04-27
45.48000000000001,1.0,1972-04-28
45.55000000000001,1.0,1972-04-29
46.27000000000001,1.0,1972-04-30
46.67000000000001,1.0,1972-05-01
46.00000000000001,1.0,1972-05-02
45.53000000000001,1.0,1972-05-03
45.57000000000001,1.0,1972-05-04
45.67000000000001,1.0,1972-05-05
45.80000000000001,1.0,1972-05-06
45.430000000000014,1.0,1972-05-07
44.990000000000016,1.0,1972-05-08
44.250000000000014,1.0,1972-05-09
43.56000000000002,1.0,1972-05-10
44.20000000000002,1.0,1972-05-11
44.140000000000015,1.0,1972-05-12
45.08000000000001,1.0,1972-05-13
44.79000000000001,1.0,1972-05-14
44.47000000000001,1.0,1972-05-15
44.930000000000014,1.0,1972-05-16
45.12000000000001,1.0,1972-05-17
45.610000000000014,1.0,1972-05-18
44.780000000000015,1.0,1972-05-19
44.52000000000002,1.0,1972-05-20
43.88000000000002,1.0,1972-05-21
43.63000000000002,1.0,1972-05-22
42.80000000000002,1.0,1972-05-23
42.88000000000002,1.0,1972-05-24
43.850000000000016,1.0,1972-05-25
43.360000000000014,1.0,1972-05-26
43.62000000000001,1.0,1972-05-27
43.26000000000001,1.0,1972-05-28
42.42000000000001,1.0,1972-05-29
41.60000000000001,1.0,1972-05-30
42.35000000000001,1.0,1972-05-31
42.91000000000001,1.0,1972-06-01
42.98000000000001,1.0,1972-06-02
43.09000000000001,1.0,1972-06-03
42.110000000000014,1.0,1972-06-04
42.77000000000001,1.0,1972-06-05
42.49000000000001,1.0,1972-06-06
43.32000000000001,1.0,1972-06-07
42.730000000000004,1.0,1972-06-08
42.480000000000004,1.0,1972-06-09
42.27,1.0,1972-06-10
43.220000000000006,1.0,1972-06-11
43.18000000000001,1.0,1972-06-12
43.13000000000001,1.0,1972-06-13
42.81000000000001,1.0,1972-06-14
42.43000000000001,1.0,1972-06-15
42.540000000000006,1.0,1972-06-16
42.690000000000005,1.0,1972-06-17
42.230000000000004,1.0,1972-06-18
41.910000000000004,1.0,1972-06-19
42.510000000000005,1.0,1972-06-20
42.050000000000004,1.0,1972-06-21
42.550000000000004,1.0,1972-06-22
42.36000000000001,1.0,1972-06-23
42.980000000000004,1.0,1972-06-24
42.85,1.0,1972-06-25
43.550000000000004,1.0,1972-06-26
44.52,1.0,1972-06-27
44.81,1.0,1972-06-28
43.910000000000004,1.0,1972-06-29
43.77,1.0,1972-06-30
44.45,1.0,1972-07-01
44.540000000000006,1.0,1972-07-02
43.830000000000005,1.0,1972-07-03
44.230000000000004,1.0,1972-07-04
44.900000000000006,1.0,1972-07-05
45.120000000000005,1.0,1972-07-06
45.730000000000004,1.0,1972-07-07
45.36000000000001,1.0,1972-07-08
46.10000000000001,1.0,1972-07-09
45.24000000000001,1.0,1972-07-10
45.56000000000001,1.0,1972-07-11
45.20000000000001,1.0,1972-07-12
45.49000000000001,1.0,1972-07-13
45.78000000000001,1.0,1972-07-14
44.81000000000001,1.0,1972-07-15
45.39000000000001,1.0,1972-07-16
46.34000000000001,1.0,1972-07-17
47.34000000000001,1.0,1972-07-18
47.64000000000001,1.0,1972-07-19
46.93000000000001,1.0,1972-07-20
46.68000000000001,1.0,1972-07-21
46.38000000000001,1.0,1972-07-22
46.30000000000001,1.0,1972-07-23
47.05000000000001,1.0,1972-07-24
46.47000000000001,1.0,1972-07-25
46.140000000000015,1.0,1972-07-26
46.52000000000002,1.0,1972-07-27
46.38000000000002,1.0,1972-07-28
46.76000000000002,1.0,1972-07-29
46.56000000000002,1.0,1972-07-30
46.79000000000001,1.0,1972-07-31
47.170000000000016,1.0,1972-08-01
47.030000000000015,1.0,1972-08-02
47.890000000000015,1.0,1972-08-03
47.430000000000014,1.0,1972-08-04
46.54000000000001,1.0,1972-08-05
47.05000000000001,1.0,1972-08-06
47.860000000000014,1.0,1972-08-07
48.27000000000001,1.0,1972-08-08
48.93000000000001,1.0,1972-08-09
49.77000000000001,1.0,1972-08-10
50.14000000000001,1.0,1972-08-11
49.35000000000001,1.0,1972-08-12
49.11000000000001,1.0,1972-08-13
49.35000000000001,1.0,1972-08-14
49.37000000000001,1.0,1972-08-15
49.000000000000014,1.0,1972-08-16
49.62000000000001,1.0,1972-08-17
49.09000000000001,1.0,1972-08-18
48.56000000000001,1.0,1972-08-19
48.790000000000006,1.0,1972-08-20
49.49000000000001,1.0,1972-08-21
48.71000000000001,1.0,1972-08-22
47.86000000000001,1.0,1972-08-23
47.050000000000004,1.0,1972-08-24
46.050000000000004,1.0,1972-08-25
46.84,1.0,1972-08-26
46.31,1.0,1972-08-27
47.07,1.0,1972-08-28
47.48,1.0,1972-08-29
48.169999999999995,1.0,1972-08-30
47.89999999999999,1.0,1972-08-31
47.60999999999999,1.0,1972-09-01
47.25999999999999,1.0,1972-09-02
48.13999999999999,1.0,1972-09-03
47.64999999999999,1.0,1972-09-04
48.239999999999995,1.0,1972-09-05
48.309999999999995,1.0,1972-09-06
49.309999999999995,1.0,1972-09-07
48.489999999999995,1.0,1972-09-08
48.88999999999999,1.0,1972-09-09
48.54999999999999,1.0,1972-09-10
48.04999999999999,1.0,1972-09-11
47.69999999999999,1.0,1972-09-12
47.359999999999985,1.0,1972-09-13
46.40999999999998,1.0,1972-09-14
46.109999999999985,1.0,1972-09-15
46.139999999999986,1.0,1972-09-16
45.359999999999985,1.0,1972-09-17
45.18999999999998,1.0,1972-09-18
44.87999999999998,1.0,1972-09-19
45.28999999999998,1.0,1972-09-20
44.769999999999975,1.0,1972-09-21
45.41999999999997,1.0,1972-09-22
45.119999999999976,1.0,1972-09-23
45.979999999999976,1.0,1972-09-24
45.979999999999976,1.0,1972-09-25
45.10999999999998,1.0,1972-09-26
44.339999999999975,1.0,1972-09-27
43.38999999999997,1.0,1972-09-28
44.059999999999974,1.0,1972-09-29
44.53999999999997,1.0,1972-09-30
45.379999999999974,1.0,1972-10-01
45.35999999999997,1.0,1972-10-02
45.27999999999997,1.0,1972-10-03
45.589999999999975,1.0,1972-10-04
46.21999999999998,1.0,1972-10-05
47.14999999999998,1.0,1972-10-06
47.89999999999998,1.0,1972-10-07
47.02999999999998,1.0,1972-10-08
47.62999999999998,1.0,1972-10-09
46.84999999999998,1.0,1972-10-10
47.54999999999998,1.0,1972-10-11
46.649999999999984,1.0,1972-10-12
45.65999999999998,1.0,1972-10-13
45.12999999999998,1.0,1972-10-14
45.47999999999998,1.0,1972-10-15
44.65999999999998,1.0,1972-10-16
45.05999999999998,1.0,1972-10-17
45.24999999999998,1.0,1972-10-18
44.799999999999976,1.0,1972-10-19
45.21999999999998,1.0,1972-10-20
44.95999999999998,1.0,1972-10-21
45.72999999999998,1.0,1972-10-22
46.45999999999998,1.0,1972-10-23
46.75999999999998,1.0,1972-10-24
45.869999999999976,1.0,1972-10-25
46.10999999999998,1.0,1972-10-26
46.37999999999998,1.0,1972-10-27
46.24999999999998,1.0,1972-10-28
45.83999999999998,1.0,1972-10-29
45.30999999999998,1.0,1972-10-30
45.35999999999998,1.0,1972-10-31
46.229999999999976,1.0,1972-11-01
46.09999999999997,1.0,1972-11-02
46.239999999999974,1.0,1972-11-03
46.729999999999976,1.0,1972-11-04
46.78999999999998,1.0,1972-11-05
45.81999999999998,1.0,1972-11-06
46.549999999999976,1.0,1972-11-07
47.38999999999998,1.0,1972-11-08
47.75999999999998,1.0,1972-11-09
46.839999999999975,1.0,1972-11-10
47.449999999999974,1.0,1972-11-11
46.989999999999974,1.0,1972-11-12
46.519999999999975,1.0,1972-11-13
46.25999999999998,1.0,1972-11-14
45.46999999999998,1.0,1972-11-15
45.949999999999974,1.0,1972-11-16
45.78999999999998,1.0,1972-11-17
45.92999999999998,1.0,1972-11-18
46.27999999999998,1.0,1972-11-19
46.29999999999998,1.0,1972-11-20
47.08999999999998,1.0,1972-11-21
47.609999999999985,1.0,1972-11-22
48.48999999999999,1.0,1972-11-23
48.04999999999999,1.0,1972-11-24
47.56999999999999,1.0,1972-11-25
47.029999999999994,1.0,1972-11-26
46.209999999999994,1.0,1972-11-27
46.269999999999996,1.0,1972-11-28
46.22,1.0,1972-11-29
45.79,1.0,1972-11-30
45.88,1.0,1972-12-01
46.11,1.0,1972-12-02
46.51,1.0,1972-12-03
46.14,1.0,1972-12-04
46.7,1.0,1972-12-05
47.11,1.0,1972-12-06
46.19,1.0,1972-12-07
45.66,1.0,1972-12-08
45.44,1.0,1972-12-09
44.93,1.0,1972-12-10
44.0,1.0,1972-12-11
43.98,1.0,1972-12-12
44.589999999999996,1.0,1972-12-13
43.669999999999995,1.0,1972-12-14
43.89999999999999,1.0,1972-12-15
43.279999999999994,1.0,1972-12-16
43.519999999999996,1.0,1972-12-17
42.88999999999999,1.0,1972-12-18
43.06999999999999,1.0,1972-12-19
43.93999999999999,1.0,1972-12-20
44.67999999999999,1.0,1972-12-21
44.33999999999999,1.0,1972-12-22
43.53999999999999,1.0,1972-12-23
42.78999999999999,1.0,1972-12-24
42.74999999999999,1.0,1972-12-25
43.269999999999996,1.0,1972-12-26
42.629999999999995,1.0,1972-12-27
43.05,1.0,1972-12-28
43.14,1.0,1972-12-29
42.97,1.0,1972-12-30
42.769999999999996,1.0,1972-12-31
41.83,1.0,1973-01-01
41.53,1.0,1973-01-02
40.74,1.0,1973-01-03
40.82,1.0,1973-01-04
41.77,1.0,1973-01-05
41.220000000000006,1.0,1973-01-06
41.510000000000005,1.0,1973-01-07
40.830000000000005,1.0,1973-01-08
41.050000000000004,1.0,1973-01-09
40.24,1.0,1973-01-10
39.690000000000005,1.0,1973-01-11
40.02,1.0,1973-01-12
39.27,1.0,1973-01-13
38.660000000000004,1.0,1973-01-14
38.07,1.0,1973-01-15
38.44,1.0,1973-01-16
38.69,1.0,1973-01-17
37.879999999999995,1.0,1973-01-18
37.24999999999999,1.0,1973-01-19
37.96999999999999,1.0,1973-01-20
37.21999999999999,1.0,1973-01-21
36.96999999999999,1.0,1973-01-22
36.67999999999999,1.0,1973-01-23
35.83999999999999,1.0,1973-01-24
35.26999999999999,1.0,1973-01-25
34.83999999999999,1.0,1973-01-26
34.77999999999999,1.0,1973-01-27
34.19999999999999,1.0,1973-01-28
34.29999999999999,1.0,1973-01-29
33.90999999999999,1.0,1973-01-30
33.16999999999999,1.0,1973-01-31
33.389999999999986,1.0,1973-02-01
34.01999999999999,1.0,1973-02-02
34.73999999999999,1.0,1973-02-03
34.18999999999999,1.0,1973-02-04
33.42999999999999,1.0,1973-02-05
32.96999999999999,1.0,1973-02-06
32.059999999999995,1.0,1973-02-07
32.42999999999999,1.0,1973-02-08
32.029999999999994,1.0,1973-02-09
32.24999999999999,1.0,1973-02-10
31.619999999999994,1.0,1973-02-11
32.55,1.0,1973-02-12
32.39,1.0,1973-02-13
32.33,1.0,1973-02-14
33.17,1.0,1973-02-15
32.68,1.0,1973-02-16
32.39,1.0,1973-02-17
33.34,1.0,1973-02-18
33.59,1.0,1973-02-19
32.74,1.0,1973-02-20
33.580000000000005,1.0,1973-02-21
33.720000000000006,1.0,1973-02-22
33.81000000000001,1.0,1973-02-23
32.98000000000001,1.0,1973-02-24
33.66000000000001,1.0,1973-02-25
33.22000000000001,1.0,1973-02-26
33.48000000000001,1.0,1973-02-27
34.16000000000001,1.0,1973-02-28
33.48000000000001,1.0,1973-03-01
32.62000000000001,1.0,1973-03-02
32.51000000000001,1.0,1973-03-03
33.23000000000001,1.0,1973-03-04
34.21000000000001,1.0,1973-03-05
33.80000000000001,1.0,1973-03-06
34.17000000000001,1.0,1973-03-07
33.66000000000001,1.0,1973-03-08
33.72000000000001,1.0,1973-03-09
34.66000000000001,1.0,1973-03-10
33.83000000000001,1.0,1973-03-11
34.49000000000001,1.0,1973-03-12
33.56000000000001,1.0,1973-03-13
33.51000000000001,1.0,1973-03-14
33.95000000000001,1.0,1973-03-15
34.59000000000001,1.0,1973-03-16
35.59000000000001,1.0,1973-03-17
35.33000000000001,1.0,1973-03-18
35.56000000000001,1.0,1973-03-19
35.89000000000001,1.0,1973-03-20
36.74000000000001,1.0,1973-03-21
36.52000000000001,1.0,1973-03-22
36.90000000000001,1.0,1973-03-23
37.30000000000001,1.0,1973-03-24
37.84000000000001,1.0,1973-03-25
38.59000000000001,1.0,1973-03-26
39.34000000000001,1.0,1973-03-27
39.14000000000001,1.0,1973-03-28
38.870000000000005,1.0,1973-03-29
39.17,1.0,1973-03-30
39.86,1.0,1973-03-31
40.86,1.0,1973-04-01
41.24,1.0,1973-04-02
40.74,1.0,1973-04-03
41.52,1.0,1973-04-04
42.21,1.0,1973-04-05
42.25,1.0,1973-04-06
41.43,1.0,1973-04-07
41.9,1.0,1973-04-08
41.68,1.0,1973-04-09
41.18,1.0,1973-04-10
40.23,1.0,1973-04-11
39.339999999999996,1.0,1973-04-12
39.089999999999996,1.0,1973-04-13
38.66,1.0,1973-04-14
38.26,1.0,1973-04-15
38.62,1.0,1973-04-16
38.86,1.0,1973-04-17
38.6,1.0,1973-04-18
39.54,1.0,1973-04-19
39.13,1.0,1973-04-20
38.510000000000005,1.0,1973-04-21
39.330000000000005,1.0,1973-04-22
40.040000000000006,1.0,1973-04-23
39.39000000000001,1.0,1973-04-24
40.050000000000004,1.0,1973-04-25
39.67,1.0,1973-04-26
39.24,1.0,1973-04-27
39.42,1.0,1973-04-28
40.15,1.0,1973-04-29
40.91,1.0,1973-04-30
41.81999999999999,1.0,1973-05-01
41.339999999999996,1.0,1973-05-02
40.709999999999994,1.0,1973-05-03
40.05,1.0,1973-05-04
39.39,1.0,1973-05-05
39.47,1.0,1973-05-06
39.39,1.0,1973-05-07
39.7,1.0,1973-05-08
40.260000000000005,1.0,1973-05-09
40.95,1.0,1973-05-10
41.77,1.0,1973-05-11
41.050000000000004,1.0,1973-05-12
40.25000000000001,1.0,1973-05-13
40.52000000000001,1.0,1973-05-14
40.00000000000001,1.0,1973-05-15
40.160000000000004,1.0,1973-05-16
40.81,1.0,1973-05-17
40.38,1.0,1973-05-18
40.910000000000004,1.0,1973-05-19
40.080000000000005,1.0,1973-05-20
39.790000000000006,1.0,1973-05-21
40.13000000000001,1.0,1973-05-22
40.85000000000001,1.0,1973-05-23
41.790000000000006,1.0,1973-05-24
42.21000000000001,1.0,1973-05-25
43.13000000000001,1.0,1973-05-26
43.57000000000001,1.0,1973-05-27
43.85000000000001,1.0,1973-05-28
43.82000000000001,1.0,1973-05-29
43.230000000000004,1.0,1973-05-30
44.010000000000005,1.0,1973-05-31
44.02,1.0,1973-06-01
43.31,1.0,1973-06-02
42.57,1.0,1973-06-03
41.67,1.0,1973-06-04
41.34,1.0,1973-06-05
41.67,1.0,1973-06-06
42.43,1.0,1973-06-07
41.87,1.0,1973-06-08
42.309999999999995,1.0,1973-06-09
42.089999999999996,1.0,1973-06-10
42.339999999999996,1.0,1973-06-11
42.72,1.0,1973-06-12
43.62,1.0,1973-06-13
43.96,1.0,1973-06-14
44.89,1.0,1973-06-15
44.88,1.0,1973-06-16
44.71,1.0,1973-06-17
44.5,1.0,1973-06-18
43.9,1.0,1973-06-19
43.6,1.0,1973-06-20
44.13,1.0,1973-06-21
43.59,1.0,1973-06-22
43.59,1.0,1973-06-23
43.28,1.0,1973-06-24
43.36,1.0,1973-06-25
43.589999999999996,1.0,1973-06-26
44.12,1.0,1973-06-27
43.55,1.0,1973-06-28
43.15,1.0,1973-06-29
43.61,1.0,1973-06-30
43.88,1.0,1973-07-01
44.18,1.0,1973-07-02
44.22,1.0,1973-07-03
43.449999999999996,1.0,1973-07-04
43.529999999999994,1.0,1973-07-05
43.559999999999995,1.0,1973-07-06
44.41,1.0,1973-07-07
45.33,1.0,1973-07-08
45.19,1.0,1973-07-09
46.0,1.0,1973-07-10
46.23,1.0,1973-07-11
46.47,1.0,1973-07-12
45.67,1.0,1973-07-13
46.65,1.0,1973-07-14
47.1,1.0,1973-07-15
46.57,1.0,1973-07-16
45.78,1.0,1973-07-17
46.26,1.0,1973-07-18
46.75,1.0,1973-07-19
45.86,1.0,1973-07-20
45.48,1.0,1973-07-21
46.44,1.0,1973-07-22
46.18,1.0,1973-07-23
46.79,1.0,1973-07-24
47.43,1.0,1973-07-25
48.19,1.0,1973-07-26
48.04,1.0,1973-07-27
47.76,1.0,1973-07-28
47.03,1.0,1973-07-29
46.83,1.0,1973-07-30
47.57,1.0,1973-07-31
48.17,1.0,1973-08-01
47.81,1.0,1973-08-02
48.56,1.0,1973-08-03
49.24,1.0,1973-08-04
49.79,1.0,1973-08-05
49.26,1.0,1973-08-06
48.44,1.0,1973-08-07
49.18,1.0,1973-08-08
49.86,1.0,1973-08-09
50.36,1.0,1973-08-10
50.01,1.0,1973-08-11
50.989999999999995,1.0,1973-08-12
50.8,1.0,1973-08-13
49.919999999999995,1.0,1973-08-14
49.78999999999999,1.0,1973-08-15
50.42999999999999,1.0,1973-08-16
51.13999999999999,1.0,1973-08-17
51.06999999999999,1.0,1973-08-18
51.24999999999999,1.0,1973-08-19
50.529999999999994,1.0,1973-08-20
50.55,1.0,1973-08-21
50.08,1.0,1973-08-22
51.01,1.0,1973-08-23
50.35,1.0,1973-08-24
51.11,1.0,1973-08-25
51.17,1.0,1973-08-26
51.36,1.0,1973-08-27
51.15,1.0,1973-08-28
51.309999999999995,1.0,1973-08-29
51.60999999999999,1.0,1973-08-30
51.629999999999995,1.0,1973-08-31
51.239999999999995,1.0,1973-09-01
51.56999999999999,1.0,1973-09-02
51.169999999999995,1.0,1973-09-03
50.74999999999999,1.0,1973-09-04
50.239999999999995,1.0,1973-09-05
49.309999999999995,1.0,1973-09-06
48.91,1.0,1973-09-07
48.72,1.0,1973-09-08
48.72,1.0,1973-09-09
48.8,1.0,1973-09-10
48.239999999999995,1.0,1973-09-11
47.81999999999999,1.0,1973-09-12
47.029999999999994,1.0,1973-09-13
46.959999999999994,1.0,1973-09-14
46.419999999999995,1.0,1973-09-15
46.8,1.0,1973-09-16
47.33,1.0,1973-09-17
46.62,1.0,1973-09-18
46.589999999999996,1.0,1973-09-19
46.8,1.0,1973-09-20
47.26,1.0,1973-09-21
48.15,1.0,1973-09-22
48.75,1.0,1973-09-23
47.76,1.0,1973-09-24
48.05,1.0,1973-09-25
48.87,1.0,1973-09-26
49.349999999999994,1.0,1973-09-27
50.13999999999999,1.0,1973-09-28
50.14999999999999,1.0,1973-09-29
49.50999999999999,1.0,1973-09-30
50.10999999999999,1.0,1973-10-01
49.83999999999999,1.0,1973-10-02
49.95999999999999,1.0,1973-10-03
50.009999999999984,1.0,1973-10-04
49.29999999999998,1.0,1973-10-05
48.539999999999985,1.0,1973-10-06
47.62999999999999,1.0,1973-10-07
47.26999999999999,1.0,1973-10-08
47.91999999999999,1.0,1973-10-09
48.01999999999999,1.0,1973-10-10
48.44999999999999,1.0,1973-10-11
48.16999999999999,1.0,1973-10-12
48.18999999999999,1.0,1973-10-13
48.91999999999999,1.0,1973-10-14
47.93999999999999,1.0,1973-10-15
48.14999999999999,1.0,1973-10-16
47.58999999999999,1.0,1973-10-17
47.25999999999999,1.0,1973-10-18
47.779999999999994,1.0,1973-10-19
48.489999999999995,1.0,1973-10-20
48.37,1.0,1973-10-21
48.33,1.0,1973-10-22
48.78,1.0,1973-10-23
49.64,1.0,1973-10-24
48.82,1.0,1973-10-25
48.08,1.0,1973-10-26
48.12,1.0,1973-10-27
48.01,1.0,1973-10-28
47.449999999999996,1.0,1973-10-29
48.019999999999996,1.0,1973-10-30
48.239999999999995,1.0,1973-10-31
47.42999999999999,1.0,1973-11-01
47.65999999999999,1.0,1973-11-02
46.79999999999999,1.0,1973-11-03
46.02999999999999,1.0,1973-11-04
46.90999999999999,1.0,1973-11-05
45.90999999999999,1.0,1973-11-06
46.62999999999999,1.0,1973-11-07
46.29999999999999,1.0,1973-11-08
47.21999999999999,1.0,1973-11-09
47.849999999999994,1.0,1973-11-10
48.64999999999999,1.0,1973-11-11
48.82999999999999,1.0,1973-11-12
48.99999999999999,1.0,1973-11-13
49.47999999999999,1.0,1973-11-14
49.49999999999999,1.0,1973-11-15
49.25999999999999,1.0,1973-11-16
49.599999999999994,1.0,1973-11-17
49.419999999999995,1.0,1973-11-18
49.669999999999995,1.0,1973-11-19
50.23,1.0,1973-11-20
50.97,1.0,1973-11-21
51.839999999999996,1.0,1973-11-22
50.9,1.0,1973-11-23
50.449999999999996,1.0,1973-11-24
50.60999999999999,1.0,1973-11-25
50.54999999999999,1.0,1973-11-26
51.17999999999999,1.0,1973-11-27
51.489999999999995,1.0,1973-11-28
51.529999999999994,1.0,1973-11-29
50.96999999999999,1.0,1973-11-30
50.57999999999999,1.0,1973-12-01
49.69999999999999,1.0,1973-12-02
49.41999999999999,1.0,1973-12-03
48.68999999999999,1.0,1973-12-04
48.25999999999999,1.0,1973-12-05
49.01999999999999,1.0,1973-12-06
48.51999999999999,1.0,1973-12-07
48.09999999999999,1.0,1973-12-08
47.09999999999999,1.0,1973-12-09
46.34999999999999,1.0,1973-12-10
47.069999999999986,1.0,1973-12-11
46.999999999999986,1.0,1973-12-12
46.08999999999999,1.0,1973-12-13
46.43999999999999,1.0,1973-12-14
46.65999999999999,1.0,1973-12-15
46.72999999999999,1.0,1973-12-16
46.19999999999999,1.0,1973-12-17
